Time 	 	 Temperature 	 	 Tau 
6.3 	 	 4499.95 	 	 	 12.7097 
6.3 	 	 6974.22 	 	 	 18.7275 
6.3 	 	 2293.45 	 	 	 9.1294 
6.3 	 	 1660.58 	 	 	 2.65828 
6.3 	 	 4986.99 	 	 	 10.226 
6.3 	 	 4270.45 	 	 	 10.6699 
6.3 	 	 6737.66 	 	 	 11.1561 
6.3 	 	 1463.36 	 	 	 2.34418 
6.3 	 	 1486.2 	 	 	 0.824699 
6.3 	 	 5227.93 	 	 	 2.5941 
6.3 	 	 2669.14 	 	 	 9.71874 
6.3 	 	 5628.67 	 	 	 10.8504 
6.3 	 	 1234.49 	 	 	 1.57798 
6.3 	 	 3035.31 	 	 	 4.15801 
6.3 	 	 1382.66 	 	 	 0.262805 
6.3 	 	 2256.15 	 	 	 1.78338 
6.3 	 	 6974.22 	 	 	 10.7248 
6.3 	 	 3047.33 	 	 	 10.3103 
6.3 	 	 1839.95 	 	 	 0.00444981 
6.3 	 	 4010.37 	 	 	 10.0438 
6.3 	 	 4782.33 	 	 	 5.70821 
6.3 	 	 1762.56 	 	 	 0.274611 
6.3 	 	 2220.99 	 	 	 2.0636 
6.3 	 	 2293.45 	 	 	 0.860887 
6.3 	 	 3977.72 	 	 	 11.0516 
6.3 	 	 4078.74 	 	 	 2.18627 
6.3 	 	 2817.04 	 	 	 2.01416 
6.3 	 	 1415.42 	 	 	 0.364858 
6.3 	 	 4229.44 	 	 	 10.4342 
6.3 	 	 6974.22 	 	 	 16.7364 
6.3 	 	 7244.39 	 	 	 11.8424 
6.3 	 	 1246.15 	 	 	 0.789849 
6.3 	 	 1222.79 	 	 	 0.91032 
6.3 	 	 1216.47 	 	 	 1.58483 
6.3 	 	 5748.03 	 	 	 10.2526 
6.3 	 	 1240.72 	 	 	 0.286104 
6.3 	 	 5628.67 	 	 	 13.6537 
6.3 	 	 4915.23 	 	 	 10.0619 
6.3 	 	 2082.77 	 	 	 0.00656907 
6.3 	 	 1408.92 	 	 	 1.13847 
6.3 	 	 5318.34 	 	 	 12.2132 
6.3 	 	 4189.85 	 	 	 10.1844 
6.3 	 	 1620.59 	 	 	 0.156585 
6.3 	 	 2463.67 	 	 	 1.15386 
6.3 	 	 1515.98 	 	 	 10.0332 
6.3 	 	 3648.85 	 	 	 10.1422 
6.3 	 	 2647.13 	 	 	 2.75947 
6.3 	 	 4720.62 	 	 	 11.1549 
6.3 	 	 4661.73 	 	 	 11.7736 
6.3 	 	 4782.33 	 	 	 10.9791 
6.3 	 	 2598.26 	 	 	 0.0917452 
6.3 	 	 6528.1 	 	 	 10.5772 
6.3 	 	 4312.94 	 	 	 10.8308 
6.3 	 	 3420.11 	 	 	 7.236 
6.3 	 	 1433.29 	 	 	 1.52712 
6.3 	 	 1311.76 	 	 	 0.00092727 
6.3 	 	 2136.18 	 	 	 6.24338 
6.3 	 	 4229.44 	 	 	 10.1287 
6.3 	 	 4229.44 	 	 	 10.689 
6.3 	 	 2067.97 	 	 	 0.138835 
6.3 	 	 2611.88 	 	 	 2.92353 
6.3 	 	 2260.19 	 	 	 10.1335 
6.3 	 	 1989.08 	 	 	 0.41243 
6.3 	 	 1248.89 	 	 	 0.244007 
6.3 	 	 3800.31 	 	 	 8.00922 
6.3 	 	 1585.01 	 	 	 1.64096 
6.3 	 	 1974.09 	 	 	 0.00630291 
6.3 	 	 4312.94 	 	 	 11.0272 
6.3 	 	 1236.7 	 	 	 0.624339 
6.3 	 	 3977.72 	 	 	 10.0455 
6.3 	 	 3559.28 	 	 	 9.40561 
6.3 	 	 3178.05 	 	 	 7.84588 
6.3 	 	 5517.92 	 	 	 10.1758 
6.3 	 	 2977.7 	 	 	 1.22143 
6.3 	 	 1984.04 	 	 	 1.86993 
6.3 	 	 3000.26 	 	 	 6.48139 
6.3 	 	 2436.47 	 	 	 10.2545 
6.3 	 	 3251.69 	 	 	 10.0101 
6.3 	 	 1218.57 	 	 	 3.7443 
6.3 	 	 5318.34 	 	 	 14.0974 
6.3 	 	 2731.29 	 	 	 1.17052 
6.3 	 	 1657.97 	 	 	 10.0573 
6.3 	 	 3672.57 	 	 	 11.73 
6.3 	 	 4782.33 	 	 	 10.2814 
6.3 	 	 3420.11 	 	 	 8.23517 
6.3 	 	 2977.7 	 	 	 0.427599 
6.3 	 	 2654.4 	 	 	 10.1657 
6.3 	 	 3885.31 	 	 	 11.0631 
6.3 	 	 3457.83 	 	 	 0.322702 
6.3 	 	 4915.23 	 	 	 15.6354 
6.3 	 	 4915.23 	 	 	 12.8851 
6.3 	 	 1775.75 	 	 	 3.76487 
6.3 	 	 2356.26 	 	 	 0.149091 
6.3 	 	 3648.85 	 	 	 2.5325 
6.3 	 	 1194.27 	 	 	 1.11413 
6.3 	 	 2436.47 	 	 	 2.84759 
6.3 	 	 6528.1 	 	 	 12.8094 
6.3 	 	 2356.26 	 	 	 0.297087 
6.3 	 	 3580.92 	 	 	 12.1798 
6.3 	 	 1694.49 	 	 	 0.572775 
6.3 	 	 3827.89 	 	 	 11.2035 
6.3 	 	 3110.18 	 	 	 10.1892 
6.3 	 	 7244.39 	 	 	 10.0967 
6.3 	 	 3497.13 	 	 	 11.5122 
6.3 	 	 2503.71 	 	 	 1.827 
6.3 	 	 1467.5 	 	 	 3.64276 
6.3 	 	 3559.28 	 	 	 10.3601 
6.3 	 	 4010.37 	 	 	 11.1215 
6.3 	 	 1558.31 	 	 	 0.0040809 
6.3 	 	 2552.53 	 	 	 10.8573 
6.3 	 	 1508.56 	 	 	 2.58451 
6.3 	 	 6340.61 	 	 	 19.0544 
6.3 	 	 2240.27 	 	 	 0.862639 
6.3 	 	 1408.21 	 	 	 0.308588 
6.3 	 	 6737.66 	 	 	 20.5096 
6.3 	 	 2142.8 	 	 	 3.4548 
6.3 	 	 6737.66 	 	 	 14.2978 
6.3 	 	 3299.02 	 	 	 10.4417 
6.3 	 	 1417.61 	 	 	 0.835786 
6.3 	 	 1486.2 	 	 	 0.00256436 
6.3 	 	 3366.24 	 	 	 1.17281 
6.3 	 	 6340.61 	 	 	 11.1678 
6.3 	 	 2268.34 	 	 	 1.61541 
6.3 	 	 1166.24 	 	 	 3.21797e-05 
6.3 	 	 1896.28 	 	 	 0.0486851 
6.3 	 	 4402.81 	 	 	 6.35432 
6.3 	 	 1182.76 	 	 	 1.21338 
6.3 	 	 2632.83 	 	 	 10.1687 
6.3 	 	 1254.46 	 	 	 1.42912 
6.3 	 	 5318.34 	 	 	 12.0683 
6.3 	 	 4551.58 	 	 	 10.5408 
6.3 	 	 1481.01 	 	 	 0.152785 
6.3 	 	 3178.05 	 	 	 3.42037 
6.3 	 	 1337.43 	 	 	 0.000985577 
6.3 	 	 1863.33 	 	 	 0.00544988 
6.3 	 	 3517.4 	 	 	 2.08812 
6.3 	 	 2539.99 	 	 	 8.8515 
6.3 	 	 5748.03 	 	 	 10.4092 
6.3 	 	 1873.41 	 	 	 3.34386 
6.3 	 	 6340.61 	 	 	 17.8766 
6.3 	 	 4847.11 	 	 	 10.649 
6.3 	 	 1813.98 	 	 	 1.90226 
6.3 	 	 2405.23 	 	 	 2.594 
6.3 	 	 5877.23 	 	 	 10.3811 
6.3 	 	 1237.14 	 	 	 2.82862 
6.3 	 	 1841.86 	 	 	 0.0326354 
6.3 	 	 5628.67 	 	 	 10.122 
6.3 	 	 2240.27 	 	 	 5.21855 
6.3 	 	 2375.41 	 	 	 0.00989738 
6.3 	 	 1481.87 	 	 	 9.66794 
6.3 	 	 5877.23 	 	 	 10.8841 
6.3 	 	 6737.66 	 	 	 19.9588 
6.3 	 	 3047.33 	 	 	 0.954719 
6.3 	 	 1552.14 	 	 	 4.19137 
6.3 	 	 1650.24 	 	 	 0.684912 
6.3 	 	 7244.39 	 	 	 16.6006 
6.3 	 	 2558.88 	 	 	 0.87765 
6.3 	 	 1996.74 	 	 	 9.50011 
6.3 	 	 2552.53 	 	 	 0.0158417 
6.3 	 	 7244.39 	 	 	 10.5045 
6.3 	 	 2240.27 	 	 	 1.5574 
6.3 	 	 4720.62 	 	 	 13.1951 
6.3 	 	 1976.56 	 	 	 4.72818 
6.3 	 	 6974.22 	 	 	 12.2288 
6.3 	 	 1785.88 	 	 	 1.05332 
6.3 	 	 6528.1 	 	 	 11.5349 
6.3 	 	 1563.52 	 	 	 0.00277916 
6.3 	 	 1627.82 	 	 	 0.774705 
6.3 	 	 4661.73 	 	 	 10.1222 
6.3 	 	 5318.34 	 	 	 12.1328 
6.3 	 	 4229.44 	 	 	 10.45 
6.3 	 	 4605.45 	 	 	 0.962238 
6.3 	 	 5877.23 	 	 	 11.0343 
6.3 	 	 5517.92 	 	 	 4.07934 
6.3 	 	 2480.54 	 	 	 0.0195374 
6.3 	 	 3178.05 	 	 	 10.2991 
6.3 	 	 2684.19 	 	 	 5.91612 
6.3 	 	 6171.46 	 	 	 12.3586 
6.3 	 	 2400.16 	 	 	 10.086 
6.3 	 	 1291.95 	 	 	 0.0843702 
6.3 	 	 1940.65 	 	 	 2.57857 
6.3 	 	 1580.62 	 	 	 1.20836 
6.3 	 	 3497.13 	 	 	 7.00838 
6.3 	 	 1966.75 	 	 	 0.836154 
6.3 	 	 1703.02 	 	 	 0.953907 
6.3 	 	 2854.24 	 	 	 10.0408 
6.3 	 	 1330.98 	 	 	 0.91211 
6.3 	 	 1214.8 	 	 	 0.000562691 
6.3 	 	 3401.8 	 	 	 10.6356 
6.3 	 	 1373.42 	 	 	 0.453036 
6.3 	 	 1915.79 	 	 	 0.00619837 
6.3 	 	 4229.44 	 	 	 10.0274 
6.3 	 	 1495.89 	 	 	 1.34583 
6.3 	 	 1246.15 	 	 	 0.624501 
6.3 	 	 4551.58 	 	 	 12.8737 
6.3 	 	 3580.92 	 	 	 1.9501 
6.3 	 	 4078.74 	 	 	 5.55744 
6.3 	 	 5628.67 	 	 	 11.2385 
6.3 	 	 1707.34 	 	 	 3.72493 
6.3 	 	 6017.76 	 	 	 12.7307 
6.3 	 	 3457.83 	 	 	 10.2575 
6.3 	 	 3827.89 	 	 	 4.31621 
6.3 	 	 4847.11 	 	 	 10.0878 
6.3 	 	 1792.76 	 	 	 0.00466735 
6.3 	 	 2248.16 	 	 	 10.1449 
6.3 	 	 4402.81 	 	 	 1.19062 
6.3 	 	 5517.92 	 	 	 11.4951 
6.3 	 	 1413.24 	 	 	 0.00141533 
6.3 	 	 4720.62 	 	 	 10.9654 
6.3 	 	 2415.48 	 	 	 2.36855 
6.3 	 	 4114.57 	 	 	 11.1994 
6.3 	 	 5517.92 	 	 	 12.5239 
6.3 	 	 2342.27 	 	 	 1.83281 
6.3 	 	 2224.79 	 	 	 2.73757 
6.3 	 	 4312.94 	 	 	 11.232 
6.3 	 	 2065.05 	 	 	 0.0533063 
6.3 	 	 1770.76 	 	 	 2.86894 
6.3 	 	 1456.03 	 	 	 0.29696 
6.3 	 	 2883.34 	 	 	 10.8617 
6.3 	 	 1231.42 	 	 	 0.000395636 
6.3 	 	 4078.74 	 	 	 3.36953 
6.3 	 	 2337.67 	 	 	 0.00985165 
6.3 	 	 1325.22 	 	 	 0.581463 
6.3 	 	 4499.95 	 	 	 11.2035 
6.3 	 	 2020.37 	 	 	 10.0066 
6.3 	 	 1964.32 	 	 	 0.188915 
6.3 	 	 1523.54 	 	 	 4.15678 
6.3 	 	 1577.36 	 	 	 0.783911 
6.3 	 	 3097.23 	 	 	 10.0615 
6.3 	 	 6974.22 	 	 	 11.1849 
6.3 	 	 1560.38 	 	 	 0.00311547 
6.3 	 	 3438.78 	 	 	 0.0288951 
6.3 	 	 1563.52 	 	 	 0.00237348 
6.3 	 	 1722.04 	 	 	 1.47842 
6.3 	 	 5227.93 	 	 	 10.5636 
6.3 	 	 1431.77 	 	 	 7.29217 
6.3 	 	 2945 	 	 	 2.20622 
6.3 	 	 5748.03 	 	 	 12.7524 
6.3 	 	 1451.22 	 	 	 1.45096 
6.3 	 	 3401.8 	 	 	 10.3831 
6.3 	 	 2173.55 	 	 	 1.08635 
6.3 	 	 6340.61 	 	 	 13.3206 
6.3 	 	 2217.2 	 	 	 0.0110329 
6.3 	 	 4044.03 	 	 	 2.31143 
6.3 	 	 6528.1 	 	 	 14.6925 
6.3 	 	 7244.39 	 	 	 35.3337 
6.3 	 	 4270.45 	 	 	 11.5673 
6.3 	 	 2533.81 	 	 	 11.3183 
6.3 	 	 4450.41 	 	 	 10.9944 
6.3 	 	 1586.11 	 	 	 1.0068 
6.3 	 	 3150.25 	 	 	 1.26951 
6.3 	 	 6737.66 	 	 	 11.5956 
6.3 	 	 1859.36 	 	 	 10.1977 
6.3 	 	 1729.57 	 	 	 1.39082 
6.3 	 	 1821.27 	 	 	 5.60874 
6.3 	 	 2756.01 	 	 	 10.4881 
6.3 	 	 3011.78 	 	 	 6.5088 
6.3 	 	 7244.39 	 	 	 12.5039 
6.3 	 	 1769.11 	 	 	 2.20638 
6.3 	 	 1883.68 	 	 	 1.11965 
6.3 	 	 3299.02 	 	 	 15.2671 
6.3 	 	 2611.88 	 	 	 10.3284 
6.3 	 	 6340.61 	 	 	 3.22967 
6.3 	 	 1722.04 	 	 	 0.189723 
6.3 	 	 4114.57 	 	 	 10.7808 
6.3 	 	 1974.09 	 	 	 0.00630291 
6.3 	 	 1455.22 	 	 	 0.0018336 
6.3 	 	 3977.72 	 	 	 8.72302 
6.3 	 	 3084.47 	 	 	 7.19774 
6.3 	 	 4402.81 	 	 	 4.05138 
6.3 	 	 4229.44 	 	 	 11.0308 
6.3 	 	 2883.34 	 	 	 0.541773 
6.3 	 	 4782.33 	 	 	 2.08896 
6.3 	 	 5414.76 	 	 	 17.3539 
6.3 	 	 1495 	 	 	 0.32769 
6.3 	 	 2647.13 	 	 	 2.27651 
6.3 	 	 1445.67 	 	 	 1.82886 
6.3 	 	 3747.28 	 	 	 3.61572 
6.3 	 	 3251.69 	 	 	 10.009 
6.3 	 	 5628.67 	 	 	 16.9199 
6.3 	 	 2328.58 	 	 	 0.756359 
6.3 	 	 4450.41 	 	 	 10.9381 
6.3 	 	 6340.61 	 	 	 13.8701 
6.3 	 	 1264.9 	 	 	 1.86363 
6.3 	 	 2276.59 	 	 	 0.471092 
6.3 	 	 3747.28 	 	 	 3.06041 
6.3 	 	 2654.4 	 	 	 0.745086 
6.3 	 	 1612.29 	 	 	 0.394394 
6.3 	 	 2159.68 	 	 	 3.61511 
6.3 	 	 3773.46 	 	 	 0.258939 
6.3 	 	 2463.67 	 	 	 0.943178 
6.3 	 	 2661.73 	 	 	 0.369194 
6.3 	 	 1604.16 	 	 	 0.22868 
6.3 	 	 1528.33 	 	 	 10.2138 
6.3 	 	 2747.68 	 	 	 2.29809 
6.3 	 	 1729.57 	 	 	 0.00420415 
6.3 	 	 2799.1 	 	 	 0.34444 
6.3 	 	 1515.98 	 	 	 1.78341 
6.3 	 	 3084.47 	 	 	 10.5424 
6.3 	 	 2808.02 	 	 	 8.86571 
6.3 	 	 1494.11 	 	 	 0.336308 
6.3 	 	 2552.53 	 	 	 0.289494 
6.3 	 	 2756.01 	 	 	 1.08968 
6.3 	 	 2781.57 	 	 	 0.182989 
6.3 	 	 1652.8 	 	 	 2.88313 
6.3 	 	 1397.64 	 	 	 0.617091 
6.3 	 	 4986.99 	 	 	 10.8037 
6.3 	 	 1902.7 	 	 	 0.0493228 
6.3 	 	 4551.58 	 	 	 11.7828 
6.3 	 	 3885.31 	 	 	 10.2126 
6.3 	 	 1326.37 	 	 	 2.76092 
6.3 	 	 3123.33 	 	 	 10.2527 
6.3 	 	 1285.75 	 	 	 0.000640611 
6.3 	 	 4357.02 	 	 	 12.3525 
6.3 	 	 2346.9 	 	 	 10.145 
6.3 	 	 2497.84 	 	 	 4.65977 
6.3 	 	 2854.24 	 	 	 2.91957 
6.3 	 	 1475.89 	 	 	 0.312299 
6.3 	 	 2883.34 	 	 	 0.143023 
6.3 	 	 6974.22 	 	 	 10.1244 
6.3 	 	 4782.33 	 	 	 12.7663 
6.3 	 	 3477.28 	 	 	 5.7089 
6.3 	 	 1646.43 	 	 	 0.00305665 
6.3 	 	 6737.66 	 	 	 15.8042 
6.3 	 	 3648.85 	 	 	 7.57953 
6.3 	 	 1994.18 	 	 	 1.08334 
6.3 	 	 1581.72 	 	 	 10.2268 
6.3 	 	 2370.57 	 	 	 0.0098548 
6.3 	 	 3299.02 	 	 	 10.054 
6.3 	 	 3977.72 	 	 	 0.613866 
6.3 	 	 3497.13 	 	 	 10.1652 
6.3 	 	 3580.92 	 	 	 7.65873 
6.3 	 	 6528.1 	 	 	 16.4197 
6.3 	 	 1422.76 	 	 	 3.24063 
6.3 	 	 6017.76 	 	 	 12.7313 
6.3 	 	 1467.5 	 	 	 0.0783637 
6.3 	 	 4151.59 	 	 	 11.6389 
6.3 	 	 2116.76 	 	 	 0.0070147 
6.3 	 	 2194.98 	 	 	 0.880028 
6.3 	 	 1589.44 	 	 	 0.710169 
6.3 	 	 2033.95 	 	 	 2.88269 
6.3 	 	 3383.85 	 	 	 0.93849 
6.3 	 	 2400.16 	 	 	 2.55364 
6.3 	 	 1688.89 	 	 	 0.00325934 
6.3 	 	 1896.28 	 	 	 1.51058 
6.3 	 	 1389.39 	 	 	 0.341433 
6.3 	 	 2191.35 	 	 	 2.07804 
6.3 	 	 1720.55 	 	 	 0.25149 
6.3 	 	 1708.79 	 	 	 5.76725 
6.3 	 	 2808.02 	 	 	 1.84778 
6.3 	 	 5142.91 	 	 	 11.2959 
6.3 	 	 1926.94 	 	 	 0.215373 
6.3 	 	 6528.1 	 	 	 11.0892 
6.3 	 	 2166.58 	 	 	 0.00829156 
6.3 	 	 1744.99 	 	 	 3.81489 
6.3 	 	 4450.41 	 	 	 10.2217 
6.3 	 	 4847.11 	 	 	 10.6428 
6.3 	 	 3477.28 	 	 	 8.95024 
6.3 	 	 2591.53 	 	 	 10.3796 
6.3 	 	 7244.39 	 	 	 13.3414 
6.3 	 	 3827.89 	 	 	 10.919 
6.3 	 	 3580.92 	 	 	 10.5244 
6.3 	 	 6340.61 	 	 	 12.4895 
6.3 	 	 2001.9 	 	 	 0.987584 
6.3 	 	 4229.44 	 	 	 10.8177 
6.3 	 	 2156.27 	 	 	 10.2332 
6.3 	 	 1285.75 	 	 	 0.000722783 
6.3 	 	 1473.35 	 	 	 0.601447 
6.3 	 	 2772.95 	 	 	 1.41505 
6.3 	 	 1469.16 	 	 	 0.00177654 
6.3 	 	 1707.34 	 	 	 0.84018 
6.3 	 	 1180.89 	 	 	 0.360698 
6.3 	 	 6171.46 	 	 	 17.6197 
6.3 	 	 2256.15 	 	 	 0.0613391 
6.3 	 	 2033.95 	 	 	 1.43443 
6.3 	 	 7244.39 	 	 	 11.148 
6.3 	 	 4078.74 	 	 	 10.0023 
6.3 	 	 2293.45 	 	 	 0.00889162 
6.3 	 	 1563.52 	 	 	 4.56312 
6.3 	 	 5517.92 	 	 	 11.8181 
6.3 	 	 2420.66 	 	 	 10.6584 
6.3 	 	 1645.16 	 	 	 7.59925 
6.3 	 	 3059.53 	 	 	 3.74046 
6.3 	 	 1252.13 	 	 	 0.152179 
6.3 	 	 1617.01 	 	 	 10.2532 
6.3 	 	 2747.68 	 	 	 10.7061 
6.3 	 	 1599.58 	 	 	 0.110283 
6.3 	 	 2923.91 	 	 	 4.13898 
6.3 	 	 1375.38 	 	 	 0.00177031 
6.3 	 	 5877.23 	 	 	 13.4518 
6.3 	 	 1657.97 	 	 	 0.260276 
6.3 	 	 6171.46 	 	 	 10.0848 
6.3 	 	 4450.41 	 	 	 6.6736 
6.3 	 	 4782.33 	 	 	 9.09187 
6.3 	 	 2315.17 	 	 	 2.50498 
6.3 	 	 2808.02 	 	 	 5.71905 
6.3 	 	 3366.24 	 	 	 10.2039 
6.3 	 	 2136.18 	 	 	 9.84379 
6.3 	 	 4078.74 	 	 	 10.5395 
6.3 	 	 1359.98 	 	 	 0.00120493 
6.3 	 	 1232.29 	 	 	 1.2685 
6.3 	 	 6017.76 	 	 	 11.1455 
6.3 	 	 5227.93 	 	 	 11.6562 
6.3 	 	 1218.57 	 	 	 0.895813 
6.3 	 	 7244.39 	 	 	 11.1327 
6.3 	 	 7244.39 	 	 	 15.1345 
6.3 	 	 2747.68 	 	 	 1.78698 
6.3 	 	 1183.14 	 	 	 0.466035 
6.3 	 	 3192.29 	 	 	 2.46578 
6.3 	 	 4605.45 	 	 	 8.86817 
6.3 	 	 4229.44 	 	 	 10.0274 
6.3 	 	 3625.68 	 	 	 10.1491 
6.3 	 	 1470 	 	 	 0.336368 
6.3 	 	 1359.98 	 	 	 4.65315 
6.3 	 	 4312.94 	 	 	 10.413 
6.3 	 	 1976.56 	 	 	 0.00666643 
6.3 	 	 4189.85 	 	 	 6.05009 
6.3 	 	 6017.76 	 	 	 11.4738 
6.3 	 	 1698.73 	 	 	 1.01298 
6.3 	 	 6017.76 	 	 	 13.0038 
6.3 	 	 3282.96 	 	 	 1.63608 
6.3 	 	 1521.64 	 	 	 0.00258156 
6.3 	 	 2747.68 	 	 	 3.26255 
6.3 	 	 7244.39 	 	 	 11.9021 
6.3 	 	 1494.11 	 	 	 0.0027275 
6.3 	 	 2420.66 	 	 	 3.56274 
6.3 	 	 4312.94 	 	 	 10.1459 
6.3 	 	 3580.92 	 	 	 0.393981 
6.3 	 	 3915.24 	 	 	 0.0467582 
6.3 	 	 1722.04 	 	 	 1.77019 
6.3 	 	 2370.57 	 	 	 5.05963 
6.3 	 	 1165.53 	 	 	 3.21009e-05 
6.3 	 	 6017.76 	 	 	 11.2897 
6.3 	 	 1552.14 	 	 	 7.81286 
6.3 	 	 1782.48 	 	 	 0.0054976 
6.3 	 	 4551.58 	 	 	 12.4164 
6.3 	 	 5227.93 	 	 	 11.4714 
6.3 	 	 6340.61 	 	 	 11.124 
6.3 	 	 2618.79 	 	 	 2.61951 
6.3 	 	 2020.37 	 	 	 2.38747 
6.3 	 	 2854.24 	 	 	 0.0179782 
6.3 	 	 5062.75 	 	 	 9.73604 
6.3 	 	 1281.68 	 	 	 0.000640987 
6.3 	 	 1877.49 	 	 	 1.85999 
6.3 	 	 1879.55 	 	 	 1.41333 
6.3 	 	 1794.49 	 	 	 1.38198 
6.3 	 	 2955.75 	 	 	 0.641337 
6.3 	 	 3800.31 	 	 	 10.0187 
6.3 	 	 1626.6 	 	 	 0.964201 
6.3 	 	 2611.88 	 	 	 0.946706 
6.3 	 	 6528.1 	 	 	 13.8476 
6.3 	 	 1853.46 	 	 	 0.00495927 
6.3 	 	 5227.93 	 	 	 11.3802 
6.3 	 	 4114.57 	 	 	 10.1619 
6.3 	 	 1332.15 	 	 	 1.83748 
6.3 	 	 3192.29 	 	 	 10.1714 
6.3 	 	 2132.9 	 	 	 0.906043 
6.3 	 	 1448.83 	 	 	 0.00199722 
6.3 	 	 1259.16 	 	 	 0.354641 
6.3 	 	 1258.69 	 	 	 0.548146 
6.3 	 	 2248.16 	 	 	 0.947699 
6.3 	 	 4114.57 	 	 	 0.79762 
6.3 	 	 6737.66 	 	 	 15.4932 
6.3 	 	 2062.15 	 	 	 1.24426 
6.3 	 	 1413.97 	 	 	 8.19024 
6.3 	 	 2356.26 	 	 	 2.68095 
6.3 	 	 1981.54 	 	 	 0.00568292 
6.3 	 	 6737.66 	 	 	 17.1136 
6.3 	 	 2302.05 	 	 	 10.0101 
6.3 	 	 1473.35 	 	 	 0.00250371 
6.3 	 	 2346.9 	 	 	 0.0105792 
6.3 	 	 1284.73 	 	 	 0.103568 
6.3 	 	 4010.37 	 	 	 6.30626 
6.3 	 	 6340.61 	 	 	 10.2637 
6.3 	 	 6017.76 	 	 	 11.3492 
6.3 	 	 3603.04 	 	 	 1.58519 
6.3 	 	 1667.17 	 	 	 0.00416893 
6.3 	 	 2015.03 	 	 	 10.3823 
6.3 	 	 1869.35 	 	 	 0.00531897 
6.3 	 	 2191.35 	 	 	 0.00878604 
6.3 	 	 1411.07 	 	 	 1.35992 
6.3 	 	 3366.24 	 	 	 0.367582 
6.3 	 	 2149.5 	 	 	 2.99482 
6.3 	 	 2268.34 	 	 	 5.18574 
6.3 	 	 6017.76 	 	 	 15.776 
6.3 	 	 4189.85 	 	 	 10.1849 
6.3 	 	 2669.14 	 	 	 0.384719 
6.3 	 	 2390.15 	 	 	 0.272341 
6.3 	 	 4661.73 	 	 	 4.71548 
6.3 	 	 5877.23 	 	 	 10.0495 
6.3 	 	 1669.82 	 	 	 0.00391159 
6.3 	 	 1633.93 	 	 	 0.00325999 
6.3 	 	 5227.93 	 	 	 10.0274 
6.3 	 	 1456.84 	 	 	 0.103642 
6.3 	 	 3603.04 	 	 	 10.0004 
6.3 	 	 1574.13 	 	 	 0.0440547 
6.3 	 	 5628.67 	 	 	 10.7143 
6.3 	 	 1262.98 	 	 	 0.0011229 
6.3 	 	 5227.93 	 	 	 10.9315 
6.3 	 	 1263.46 	 	 	 2.6314 
6.3 	 	 5227.93 	 	 	 10.0396 
6.3 	 	 1608.79 	 	 	 0.391209 
6.3 	 	 2521.61 	 	 	 0.464222 
6.3 	 	 1738.76 	 	 	 0.666944 
6.3 	 	 2194.98 	 	 	 7.06741 
6.3 	 	 1392.12 	 	 	 0.0636233 
6.3 	 	 2315.17 	 	 	 10.0562 
6.3 	 	 6974.22 	 	 	 10.0696 
6.3 	 	 2854.24 	 	 	 1.61877 
6.3 	 	 2707.37 	 	 	 7.06397 
6.3 	 	 5628.67 	 	 	 15.499 
6.3 	 	 5748.03 	 	 	 10.2204 
6.3 	 	 3084.47 	 	 	 0.375033 
6.3 	 	 1643.9 	 	 	 0.00331127 
6.3 	 	 1478.45 	 	 	 7.02362 
6.3 	 	 5142.91 	 	 	 14.2976 
6.3 	 	 6974.22 	 	 	 1.24078 
6.3 	 	 6974.22 	 	 	 23.2982 
6.3 	 	 1524.49 	 	 	 0.790058 
6.3 	 	 1185.41 	 	 	 0.993468 
6.3 	 	 4312.94 	 	 	 12.0783 
6.3 	 	 5227.93 	 	 	 0.384062 
6.3 	 	 1213.56 	 	 	 2.12883 
6.3 	 	 4357.02 	 	 	 10.8839 
6.3 	 	 2691.84 	 	 	 5.26107 
6.3 	 	 3059.53 	 	 	 1.21089 
6.3 	 	 2306.39 	 	 	 0.238261 
6.3 	 	 2578.29 	 	 	 4.07032 
6.3 	 	 1947.64 	 	 	 1.4187 
6.3 	 	 5748.03 	 	 	 12.8306 
6.3 	 	 6737.66 	 	 	 16.5521 
6.5 	 	 2802.85 	 	 	 10.2381 
6.5 	 	 3866.68 	 	 	 10.1008 
6.5 	 	 5471.53 	 	 	 11.0511 
6.5 	 	 1888.73 	 	 	 1.16523 
6.5 	 	 1632.38 	 	 	 0.0686212 
6.5 	 	 1136.13 	 	 	 1.94696 
6.5 	 	 3222.81 	 	 	 3.68951 
6.5 	 	 2368.45 	 	 	 1.47322 
6.5 	 	 6163.6 	 	 	 10.0674 
6.5 	 	 4374.33 	 	 	 12.5705 
6.5 	 	 5169.87 	 	 	 10.5291 
6.5 	 	 5713.16 	 	 	 10.6958 
6.5 	 	 1827.07 	 	 	 2.49543 
6.5 	 	 2738.4 	 	 	 11.018 
6.5 	 	 3117.25 	 	 	 4.74884 
6.5 	 	 7042.15 	 	 	 11.1555 
6.5 	 	 1219.44 	 	 	 0.723542 
6.5 	 	 1620.62 	 	 	 0.00294037 
6.5 	 	 2802.85 	 	 	 1.16558 
6.5 	 	 6345.85 	 	 	 10.2371 
6.5 	 	 1442.18 	 	 	 0.425727 
6.5 	 	 3191.31 	 	 	 10.5542 
6.5 	 	 5713.16 	 	 	 10.6495 
6.5 	 	 4847.77 	 	 	 4.51892 
6.5 	 	 1325.7 	 	 	 4.29081 
6.5 	 	 7042.15 	 	 	 14.7476 
