Time 	 	 Temperature 	 	 Tau 
6.5 	 	 1839.23 	 	 	 0.26537 
6.5 	 	 6549.57 	 	 	 15.877 
6.5 	 	 6163.6 	 	 	 12.8445 
6.5 	 	 4921.41 	 	 	 6.05632 
6.5 	 	 1668.2 	 	 	 2.04072 
6.5 	 	 3593.66 	 	 	 3.06758 
6.5 	 	 7042.15 	 	 	 15.7453 
6.5 	 	 1716.52 	 	 	 3.50857 
6.5 	 	 2063.89 	 	 	 0.303336 
6.5 	 	 6779.52 	 	 	 17.1845 
6.5 	 	 7042.15 	 	 	 10.211 
6.5 	 	 2217.09 	 	 	 0.827744 
6.5 	 	 1281.07 	 	 	 0.417173 
6.5 	 	 2812.52 	 	 	 10.3112 
6.5 	 	 2998.36 	 	 	 0.0242153 
6.5 	 	 2939.05 	 	 	 0.076707 
6.5 	 	 1384.49 	 	 	 1.50427 
6.5 	 	 2894.57 	 	 	 10.1436 
6.5 	 	 3999.71 	 	 	 2.21417 
6.5 	 	 1751.2 	 	 	 0.00545047 
6.5 	 	 1600.46 	 	 	 2.98915 
6.5 	 	 5169.87 	 	 	 11.6256 
6.5 	 	 1311.78 	 	 	 2.99368 
6.5 	 	 1373.08 	 	 	 2.19083 
6.5 	 	 4778.01 	 	 	 15.5573 
6.5 	 	 1200.88 	 	 	 0.825259 
6.5 	 	 2290.48 	 	 	 0.0103107 
6.5 	 	 2774.56 	 	 	 4.72804 
6.5 	 	 3866.68 	 	 	 10.1318 
6.5 	 	 4778.01 	 	 	 10.153 
6.5 	 	 5081.98 	 	 	 10.4249 
6.5 	 	 4711.79 	 	 	 10.5372 
6.5 	 	 6549.57 	 	 	 11.1318 
6.5 	 	 4921.41 	 	 	 10.9702 
6.5 	 	 4192.53 	 	 	 2.63519 
6.5 	 	 1324.47 	 	 	 0.00125946 
6.5 	 	 2695.54 	 	 	 7.21336 
6.5 	 	 1961.37 	 	 	 0.254874 
6.5 	 	 2639.45 	 	 	 11.0148 
6.5 	 	 1669.63 	 	 	 0.00335259 
6.5 	 	 3694.22 	 	 	 6.09431 
6.5 	 	 2151.65 	 	 	 2.41525 
6.5 	 	 1140.72 	 	 	 1.11832 
6.5 	 	 5713.16 	 	 	 10.4531 
6.5 	 	 4531.59 	 	 	 10.031 
6.5 	 	 3748.55 	 	 	 3.97856 
6.5 	 	 1879.77 	 	 	 1.57657 
6.5 	 	 1724.55 	 	 	 0.00504717 
6.5 	 	 1149.01 	 	 	 0.450479 
6.5 	 	 2852.47 	 	 	 0.584491 
6.5 	 	 3593.66 	 	 	 0.124325 
6.5 	 	 2433.81 	 	 	 7.72226 
6.5 	 	 2962.26 	 	 	 4.74108 
6.5 	 	 4235.38 	 	 	 10.6198 
6.5 	 	 2144.4 	 	 	 0.00763816 
6.5 	 	 5081.98 	 	 	 7.9969 
6.5 	 	 5081.98 	 	 	 15.8489 
6.5 	 	 3089.33 	 	 	 10.2224 
6.5 	 	 1331.92 	 	 	 0.584613 
6.5 	 	 2428.11 	 	 	 0.0120647 
6.5 	 	 1319.58 	 	 	 0.597745 
6.5 	 	 3206.92 	 	 	 1.54897 
6.5 	 	 2067.02 	 	 	 0.980301 
6.5 	 	 2193.17 	 	 	 0.15134 
6.5 	 	 2018.82 	 	 	 0.00683246 
6.5 	 	 1582.37 	 	 	 1.18606 
6.5 	 	 4648.83 	 	 	 11.5834 
6.5 	 	 4424.51 	 	 	 10.188 
6.5 	 	 3191.31 	 	 	 0.131631 
6.5 	 	 5363.88 	 	 	 10.422 
6.5 	 	 2783.87 	 	 	 10.1085 
6.5 	 	 1138.24 	 	 	 0.499142 
6.5 	 	 1363.38 	 	 	 0.478828 
6.5 	 	 1265.11 	 	 	 10.2633 
6.5 	 	 4192.53 	 	 	 10.2398 
6.5 	 	 2998.36 	 	 	 3.58141 
6.5 	 	 3222.81 	 	 	 10.7919 
6.5 	 	 1367.51 	 	 	 0.00146321 
6.5 	 	 2439.56 	 	 	 0.0136575 
6.5 	 	 2082.98 	 	 	 7.80469 
6.5 	 	 3049.12 	 	 	 1.96907 
6.5 	 	 1347.97 	 	 	 0.508416 
6.5 	 	 1752.92 	 	 	 0.00471204 
6.5 	 	 2573.23 	 	 	 4.07703 
6.5 	 	 2229.42 	 	 	 4.41109 
6.5 	 	 3036.13 	 	 	 10.016 
6.5 	 	 5471.53 	 	 	 13.4726 
6.5 	 	 1879.77 	 	 	 0.366931 
6.5 	 	 6549.57 	 	 	 12.3676 
6.5 	 	 1600.46 	 	 	 1.24009 
6.5 	 	 3805.94 	 	 	 10.1813 
6.5 	 	 1432.22 	 	 	 0.00172984 
6.5 	 	 2655.04 	 	 	 3.4756 
6.5 	 	 3306.83 	 	 	 5.2826 
6.5 	 	 3866.68 	 	 	 3.2519 
6.5 	 	 2290.48 	 	 	 0.00938747 
6.5 	 	 1399.25 	 	 	 0.936448 
6.5 	 	 4151.23 	 	 	 9.58203 
6.5 	 	 6345.85 	 	 	 10.2335 
6.5 	 	 2631.79 	 	 	 1.12865 
6.5 	 	 6345.85 	 	 	 20.7998 
6.5 	 	 6163.6 	 	 	 10.0077 
6.5 	 	 1811.32 	 	 	 3.02506 
6.5 	 	 5849.77 	 	 	 10.1554 
6.5 	 	 5999.17 	 	 	 12.1573 
6.5 	 	 4035.69 	 	 	 2.32582 
6.5 	 	 5363.88 	 	 	 10.2423 
6.5 	 	 3748.55 	 	 	 10.3158 
6.5 	 	 4476.88 	 	 	 3.34749 
6.5 	 	 1167.83 	 	 	 0.00054396 
6.5 	 	 1286.56 	 	 	 0.525509 
6.5 	 	 1237.17 	 	 	 0.109774 
6.5 	 	 5471.53 	 	 	 10.8985 
6.5 	 	 3399.5 	 	 	 10.2445 
6.5 	 	 3380.2 	 	 	 0.3032 
6.5 	 	 2712.39 	 	 	 0.09524 
6.5 	 	 6549.57 	 	 	 17.2332 
6.5 	 	 4374.33 	 	 	 9.2329 
6.5 	 	 4072.88 	 	 	 10.2238 
6.5 	 	 2119.73 	 	 	 4.30612 
6.5 	 	 2189.27 	 	 	 2.10756 
6.5 	 	 3964.88 	 	 	 11.1627 
6.5 	 	 2481.27 	 	 	 5.23868 
6.5 	 	 1306.47 	 	 	 2.86787 
6.5 	 	 3898.42 	 	 	 10.1976 
6.5 	 	 2313.83 	 	 	 0.0112804 
6.5 	 	 2348.04 	 	 	 2.8819 
6.5 	 	 6163.6 	 	 	 15.4355 
6.5 	 	 1979.85 	 	 	 0.375196 
6.5 	 	 5169.87 	 	 	 10.2116 
6.5 	 	 4648.83 	 	 	 10.3385 
6.5 	 	 5363.88 	 	 	 15.6083 
6.5 	 	 1673.97 	 	 	 0.00451467 
6.5 	 	 1255.37 	 	 	 1.2308 
6.5 	 	 1783.07 	 	 	 4.23045 
6.5 	 	 1754.64 	 	 	 0.00434068 
6.5 	 	 2158.98 	 	 	 10.0904 
6.5 	 	 3546.98 	 	 	 7.63456 
6.5 	 	 3361.3 	 	 	 1.13441 
6.5 	 	 4921.41 	 	 	 10.1882 
6.5 	 	 3721.02 	 	 	 6.56225 
6.5 	 	 5263.6 	 	 	 10.7636 
6.5 	 	 2158.98 	 	 	 10.0228 
6.5 	 	 1270.88 	 	 	 0.866585 
6.5 	 	 7042.15 	 	 	 24.7579 
6.5 	 	 4847.77 	 	 	 11.2144 
6.5 	 	 1199.6 	 	 	 0.321474 
6.5 	 	 5169.87 	 	 	 10.2053 
6.5 	 	 1314.76 	 	 	 0.00146327 
6.5 	 	 4847.77 	 	 	 12.7509 
6.5 	 	 4921.41 	 	 	 12.8482 
6.5 	 	 1400.75 	 	 	 8.78573 
6.5 	 	 3866.68 	 	 	 13.4955 
6.5 	 	 5587.56 	 	 	 4.40987 
6.5 	 	 5471.53 	 	 	 11.8959 
6.5 	 	 2405.78 	 	 	 10.1851 
6.5 	 	 5471.53 	 	 	 18.067 
6.5 	 	 1318.97 	 	 	 1.32375 
6.5 	 	 1283.81 	 	 	 0.161171 
6.5 	 	 1361.34 	 	 	 0.00196508 
6.5 	 	 3570.04 	 	 	 2.47397 
6.5 	 	 3931.13 	 	 	 12.2034 
6.5 	 	 7042.15 	 	 	 10.3933 
6.5 	 	 1961.37 	 	 	 0.00721933 
6.5 	 	 3642.67 	 	 	 10.5783 
6.5 	 	 5169.87 	 	 	 3.3926 
6.5 	 	 2304.39 	 	 	 2.94643 
6.5 	 	 3721.02 	 	 	 0.545019 
6.5 	 	 4424.51 	 	 	 10.0296 
6.5 	 	 6163.6 	 	 	 15.7118 
6.5 	 	 7042.15 	 	 	 10.058 
6.5 	 	 3272.27 	 	 	 3.88625 
6.5 	 	 1362.02 	 	 	 0.225117 
6.5 	 	 1594.35 	 	 	 0.0267763 
6.5 	 	 4192.53 	 	 	 10.8519 
6.5 	 	 3160.92 	 	 	 0.0247999 
6.5 	 	 1938.5 	 	 	 5.76523 
6.5 	 	 3805.94 	 	 	 0.539967 
6.5 	 	 4588.83 	 	 	 10.1216 
6.5 	 	 5471.53 	 	 	 13.5234 
6.5 	 	 5587.56 	 	 	 14.7145 
6.5 	 	 1157.53 	 	 	 2.50254 
6.5 	 	 1916.59 	 	 	 5.28346 
6.5 	 	 1652.69 	 	 	 2.68038 
6.5 	 	 2133.7 	 	 	 2.99367 
6.5 	 	 1253.86 	 	 	 0.000777546 
6.5 	 	 1347.32 	 	 	 0.00148657 
6.5 	 	 1192.4 	 	 	 4.14532 
6.5 	 	 6779.52 	 	 	 34.1448 
6.5 	 	 1267.72 	 	 	 0.354914 
6.5 	 	 2373.65 	 	 	 0.522365 
6.5 	 	 3117.25 	 	 	 10.1553 
6.5 	 	 1713.35 	 	 	 0.00432667 
6.5 	 	 1958.78 	 	 	 0.790421 
6.5 	 	 3439.34 	 	 	 10.1453 
6.5 	 	 2998.36 	 	 	 10.1258 
6.5 	 	 4648.83 	 	 	 10.8708 
6.5 	 	 1184.95 	 	 	 0.160534 
6.5 	 	 2616.69 	 	 	 9.20537 
6.5 	 	 2166.41 	 	 	 10.1823 
6.5 	 	 2655.04 	 	 	 6.11736 
6.5 	 	 4778.01 	 	 	 11.9597 
6.5 	 	 3964.88 	 	 	 10.0992 
6.5 	 	 5849.77 	 	 	 15.0364 
6.5 	 	 4588.83 	 	 	 4.39047 
6.5 	 	 1581.19 	 	 	 0.00396418 
6.5 	 	 6549.57 	 	 	 22.8662 
6.5 	 	 4588.83 	 	 	 12.6712 
6.5 	 	 6549.57 	 	 	 20.7294 
6.5 	 	 1823.09 	 	 	 0.406469 
6.5 	 	 4326.17 	 	 	 10.6361 
6.5 	 	 4847.77 	 	 	 12.0465 
6.5 	 	 3480.95 	 	 	 0.0775105 
6.5 	 	 2506.31 	 	 	 10.1941 
6.5 	 	 3570.04 	 	 	 10.2545 
6.5 	 	 2962.26 	 	 	 10.3123 
6.5 	 	 4648.83 	 	 	 10.3498 
6.5 	 	 5999.17 	 	 	 15.8599 
6.5 	 	 1788.59 	 	 	 3.24137 
6.5 	 	 2624.2 	 	 	 0.0181473 
6.5 	 	 3776.84 	 	 	 10.1541 
6.5 	 	 1570.72 	 	 	 3.04042 
6.5 	 	 1257.4 	 	 	 1.18422 
6.5 	 	 4235.38 	 	 	 10.4789 
6.5 	 	 1963.97 	 	 	 0.337993 
6.5 	 	 1690.22 	 	 	 0.797702 
6.5 	 	 1229.59 	 	 	 0.414676 
6.5 	 	 1250.35 	 	 	 0.0961556 
6.5 	 	 3089.33 	 	 	 2.38878 
6.5 	 	 5363.88 	 	 	 11.4122 
6.5 	 	 1242.48 	 	 	 0.000901196 
6.5 	 	 3049.12 	 	 	 1.43705 
6.5 	 	 3117.25 	 	 	 1.39588 
6.5 	 	 1411.48 	 	 	 0.544022 
6.5 	 	 4235.38 	 	 	 8.77311 
6.5 	 	 2048.46 	 	 	 0.399311 
6.5 	 	 1224.94 	 	 	 1.07784 
6.5 	 	 5081.98 	 	 	 12.0831 
6.5 	 	 2662.96 	 	 	 10.9647 
6.5 	 	 2445.36 	 	 	 0.10727 
6.5 	 	 4235.38 	 	 	 5.42235 
6.5 	 	 1681.28 	 	 	 5.05578 
6.5 	 	 7042.15 	 	 	 2.1817 
6.5 	 	 1279.99 	 	 	 0.645607 
6.5 	 	 4072.88 	 	 	 10.8248 
6.5 	 	 1172.52 	 	 	 0.536529 
6.5 	 	 6549.57 	 	 	 12.2669 
6.5 	 	 1732.72 	 	 	 1.21714 
6.5 	 	 1274.6 	 	 	 0.000895525 
6.5 	 	 3089.33 	 	 	 5.51803 
6.5 	 	 2007.4 	 	 	 2.45055 
6.5 	 	 5363.88 	 	 	 21.0785 
6.5 	 	 1194.5 	 	 	 0.349622 
6.5 	 	 5713.16 	 	 	 10.5364 
6.5 	 	 2587.42 	 	 	 6.94043 
6.5 	 	 4921.41 	 	 	 10.1882 
6.5 	 	 4778.01 	 	 	 11.248 
6.5 	 	 3206.92 	 	 	 10.9659 
6.5 	 	 3999.71 	 	 	 10.7456 
6.5 	 	 1470.94 	 	 	 0.893323 
6.5 	 	 3306.83 	 	 	 12.4936 
6.5 	 	 5713.16 	 	 	 10.1224 
6.5 	 	 2927.7 	 	 	 0.113747 
6.5 	 	 2246.26 	 	 	 10.0521 
6.5 	 	 3866.68 	 	 	 12.8186 
6.5 	 	 3117.25 	 	 	 7.66524 
6.5 	 	 3306.83 	 	 	 9.04389 
6.5 	 	 2242.01 	 	 	 0.155908 
6.5 	 	 5713.16 	 	 	 3.1 
6.5 	 	 3089.33 	 	 	 10.4561 
6.5 	 	 1337.62 	 	 	 5.31867 
6.5 	 	 2242.01 	 	 	 2.99405 
6.5 	 	 1596.78 	 	 	 3.20343 
6.5 	 	 2281.38 	 	 	 1.42884 
6.5 	 	 3546.98 	 	 	 1.387 
6.5 	 	 4476.88 	 	 	 10.2317 
6.5 	 	 2998.36 	 	 	 0.309165 
6.5 	 	 3206.92 	 	 	 10.0003 
6.5 	 	 1185.77 	 	 	 0.00043953 
6.5 	 	 5999.17 	 	 	 11.3529 
6.5 	 	 1713.35 	 	 	 0.901639 
6.5 	 	 4476.88 	 	 	 12.0269 
6.5 	 	 1346.66 	 	 	 0.934409 
6.5 	 	 5169.87 	 	 	 9.75612 
6.5 	 	 1150.48 	 	 	 0.218713 
6.5 	 	 1490.38 	 	 	 3.68137 
6.5 	 	 3570.04 	 	 	 3.86023 
6.5 	 	 1609.17 	 	 	 0.163052 
6.5 	 	 1792.3 	 	 	 0.00424275 
6.5 	 	 6163.6 	 	 	 13.7331 
6.5 	 	 3721.02 	 	 	 6.0364 
6.5 	 	 1159.79 	 	 	 0.347446 
6.5 	 	 1435.51 	 	 	 1.31901 
6.5 	 	 1631.06 	 	 	 3.27132 
6.5 	 	 3694.22 	 	 	 4.74621 
6.5 	 	 1479.16 	 	 	 0.00208105 
6.5 	 	 1272.47 	 	 	 0.384023 
6.5 	 	 7042.15 	 	 	 11.1066 
6.5 	 	 5081.98 	 	 	 10.7994 
6.5 	 	 1585.93 	 	 	 2.25561 
6.5 	 	 4476.88 	 	 	 10.8818 
6.5 	 	 6779.52 	 	 	 12.3565 
6.5 	 	 1741.03 	 	 	 0.394588 
6.5 	 	 1420.92 	 	 	 2.71298 
6.5 	 	 5081.98 	 	 	 10.5879 
6.5 	 	 2679.07 	 	 	 1.72122 
6.5 	 	 2394.89 	 	 	 10.2871 
6.5 	 	 2679.07 	 	 	 10.1393 
6.5 	 	 1685.73 	 	 	 2.63368 
6.5 	 	 2812.52 	 	 	 10.0515 
6.5 	 	 3570.04 	 	 	 10.8337 
6.5 	 	 1847.5 	 	 	 0.0049194 
6.5 	 	 1374.49 	 	 	 0.624503 
6.5 	 	 5169.87 	 	 	 9.56759 
6.5 	 	 2594.63 	 	 	 0.106888 
6.5 	 	 2832.24 	 	 	 13.9903 
6.5 	 	 1483.8 	 	 	 0.341711 
6.5 	 	 2099.39 	 	 	 0.908154 
6.5 	 	 7042.15 	 	 	 11.14 
6.5 	 	 4111.37 	 	 	 10.3512 
6.5 	 	 5713.16 	 	 	 2.52189 
6.5 	 	 1933.56 	 	 	 2.29756 
6.5 	 	 2962.26 	 	 	 6.72967 
6.5 	 	 6549.57 	 	 	 10.7634 
6.5 	 	 3289.38 	 	 	 2.32086 
6.5 	 	 3222.81 	 	 	 10.8902 
6.5 	 	 1265.11 	 	 	 0.492886 
6.5 	 	 4235.38 	 	 	 4.1959 
6.5 	 	 3117.25 	 	 	 9.37995 
6.5 	 	 1228.18 	 	 	 1.13941 
6.5 	 	 1987.97 	 	 	 10.0476 
6.5 	 	 5999.17 	 	 	 10.0783 
6.5 	 	 2378.9 	 	 	 0.472654 
6.5 	 	 1799.82 	 	 	 0.0118503 
6.5 	 	 4531.59 	 	 	 6.65211 
6.5 	 	 7042.15 	 	 	 13.1938 
6.5 	 	 1142.15 	 	 	 2.84187 
6.5 	 	 2246.26 	 	 	 0.00872947 
6.5 	 	 1296.09 	 	 	 0.0115266 
6.5 	 	 1696.28 	 	 	 0.936325 
6.5 	 	 5999.17 	 	 	 19.2052 
6.5 	 	 1754.64 	 	 	 0.221442 
6.5 	 	 1124.77 	 	 	 7.1114 
6.5 	 	 2001.78 	 	 	 0.0647657 
6.5 	 	 1513.8 	 	 	 1.03325 
6.5 	 	 1141.43 	 	 	 0.000111932 
6.5 	 	 6549.57 	 	 	 10.5537 
6.5 	 	 2962.26 	 	 	 2.4175 
6.5 	 	 2655.04 	 	 	 11.7233 
6.5 	 	 2318.61 	 	 	 10.2595 
6.5 	 	 1470.04 	 	 	 0.764781 
6.5 	 	 2481.27 	 	 	 9.62463 
6.5 	 	 2063.89 	 	 	 0.41068 
6.5 	 	 1234.78 	 	 	 3.69238 
6.5 	 	 2445.36 	 	 	 10.0029 
6.5 	 	 1450.68 	 	 	 8.36742 
6.5 	 	 2197.09 	 	 	 3.3801 
6.5 	 	 5169.87 	 	 	 13.6357 
6.5 	 	 2177.73 	 	 	 0.652931 
6.5 	 	 1982.54 	 	 	 0.00634336 
6.5 	 	 5999.17 	 	 	 10.0008 
6.5 	 	 2193.17 	 	 	 6.71806 
6.5 	 	 1977.17 	 	 	 0.814661 
6.5 	 	 3131.56 	 	 	 0.0224357 
6.5 	 	 6779.52 	 	 	 16.7692 
6.5 	 	 1739.36 	 	 	 1.67329 
6.5 	 	 3593.66 	 	 	 10.3685 
6.5 	 	 1366.82 	 	 	 0.0377731 
6.5 	 	 1520.89 	 	 	 0.0580191 
6.5 	 	 2802.85 	 	 	 10.2928 
6.5 	 	 1159.41 	 	 	 0.784752 
6.5 	 	 3206.92 	 	 	 10.6217 
6.5 	 	 3570.04 	 	 	 10.2961 
6.5 	 	 1825.08 	 	 	 1.80003 
6.5 	 	 4999.34 	 	 	 11.7747 
6.5 	 	 5849.77 	 	 	 12.5995 
6.5 	 	 7042.15 	 	 	 13.1815 
6.5 	 	 3570.04 	 	 	 2.35178 
6.5 	 	 2506.31 	 	 	 1.1604 
6.5 	 	 2439.56 	 	 	 0.0118544 
6.5 	 	 2205.01 	 	 	 10.1771 
6.5 	 	 3459.91 	 	 	 0.747836 
6.5 	 	 3805.94 	 	 	 0.038372 
6.5 	 	 1768.64 	 	 	 1.31672 
6.5 	 	 1180.89 	 	 	 1.92921 
6.5 	 	 6345.85 	 	 	 10.2106 
6.5 	 	 5587.56 	 	 	 11.2111 
6.5 	 	 3361.3 	 	 	 10.2748 
6.5 	 	 7042.15 	 	 	 11.4498 
6.5 	 	 1333.18 	 	 	 0.166191 
6.5 	 	 1575.34 	 	 	 1.74121 
6.5 	 	 2445.36 	 	 	 10.2288 
6.5 	 	 1251.35 	 	 	 0.000703696 
6.5 	 	 4531.59 	 	 	 10.3116 
6.5 	 	 1519.87 	 	 	 0.373207 
6.5 	 	 3964.88 	 	 	 10.1963 
6.5 	 	 4921.41 	 	 	 13.8724 
6.5 	 	 2033.44 	 	 	 1.53796 
6.5 	 	 3306.83 	 	 	 1.86479 
6.5 	 	 5999.17 	 	 	 11.113 
6.5 	 	 1907.14 	 	 	 0.126565 
6.5 	 	 2225.28 	 	 	 10.2848 
6.5 	 	 4648.83 	 	 	 1.87868 
6.5 	 	 3117.25 	 	 	 10.3983 
6.5 	 	 2445.36 	 	 	 10.3118 
6.5 	 	 6345.85 	 	 	 10.103 
6.5 	 	 6345.85 	 	 	 28.3156 
6.5 	 	 2010.24 	 	 	 2.99328 
6.5 	 	 1465.56 	 	 	 0.389007 
6.5 	 	 2998.36 	 	 	 0.340427 
6.5 	 	 3931.13 	 	 	 10.9659 
6.5 	 	 1442.18 	 	 	 0.718154 
6.5 	 	 1902.47 	 	 	 1.85694 
6.5 	 	 4476.88 	 	 	 10.546 
6.5 	 	 4711.79 	 	 	 10.0373 
6.5 	 	 1312.37 	 	 	 0.00163829 
6.5 	 	 2927.7 	 	 	 4.72467 
6.5 	 	 1455 	 	 	 0.74253 
6.5 	 	 6549.57 	 	 	 11.229 
6.5 	 	 1452.4 	 	 	 2.34196 
6.5 	 	 1461.12 	 	 	 0.928665 
6.5 	 	 3999.71 	 	 	 10.1244 
6.5 	 	 6163.6 	 	 	 11.0149 
6.5 	 	 7042.15 	 	 	 23.9429 
6.5 	 	 1273.53 	 	 	 0.681063 
6.5 	 	 4531.59 	 	 	 10.4168 
6.5 	 	 5363.88 	 	 	 10.9894 
6.5 	 	 1777.61 	 	 	 0.0058415 
6.5 	 	 5587.56 	 	 	 16.8893 
6.5 	 	 1238.13 	 	 	 0.00104056 
6.5 	 	 5587.56 	 	 	 0.116377 
6.5 	 	 1287.12 	 	 	 0.526011 
6.5 	 	 2170.16 	 	 	 4.85886 
6.5 	 	 1428.96 	 	 	 1.88886 
6.5 	 	 1244.92 	 	 	 0.556224 
6.5 	 	 3964.88 	 	 	 11.352 
6.5 	 	 1386.67 	 	 	 1.59223 
6.5 	 	 2738.4 	 	 	 5.33046 
6.5 	 	 3546.98 	 	 	 4.98785 
6.5 	 	 7042.15 	 	 	 10.0835 
6.5 	 	 6345.85 	 	 	 12.2932 
6.5 	 	 1681.28 	 	 	 1.77686 
6.5 	 	 1509.8 	 	 	 0.00314744 
6.5 	 	 4921.41 	 	 	 10.3685 
6.5 	 	 6163.6 	 	 	 10.256 
6.5 	 	 2158.98 	 	 	 0.631534 
6.5 	 	 2021.72 	 	 	 0.007737 
6.5 	 	 2950.57 	 	 	 0.419689 
6.5 	 	 1732.72 	 	 	 0.617976 
6.5 	 	 7042.15 	 	 	 29.6511 
6.5 	 	 2962.26 	 	 	 10.1234 
6.5 	 	 2394.89 	 	 	 0.128305 
6.5 	 	 1593.14 	 	 	 0.197482 
6.5 	 	 7042.15 	 	 	 7.54919 
6.5 	 	 1542.91 	 	 	 0.212806 
6.5 	 	 6549.57 	 	 	 13.4093 
6.5 	 	 1256.89 	 	 	 0.010105 
6.5 	 	 6779.52 	 	 	 10.3768 
6.5 	 	 1487.55 	 	 	 0.376312 
6.5 	 	 3160.92 	 	 	 3.79626 
6.5 	 	 5263.6 	 	 	 10.0458 
6.5 	 	 1388.86 	 	 	 0.834658 
6.5 	 	 2193.17 	 	 	 10.0671 
6.5 	 	 5713.16 	 	 	 10.7855 
6.5 	 	 6549.57 	 	 	 15.8179 
6.5 	 	 1285.46 	 	 	 0.181735 
6.5 	 	 3023.35 	 	 	 10.2726 
6.5 	 	 3570.04 	 	 	 0.763563 
6.5 	 	 1223.55 	 	 	 0.0737704 
6.5 	 	 1160.17 	 	 	 0.576298 
6.5 	 	 5713.16 	 	 	 10.283 
6.5 	 	 6163.6 	 	 	 15.1167 
6.5 	 	 6345.85 	 	 	 12.5523 
6.5 	 	 6163.6 	 	 	 13.938 
6.5 	 	 6779.52 	 	 	 18.1288 
6.5 	 	 1380.17 	 	 	 0.765883 
6.5 	 	 3419.21 	 	 	 2.35348 
6.5 	 	 1751.2 	 	 	 0.219719 
6.5 	 	 4279.9 	 	 	 10.1207 
6.5 	 	 4778.01 	 	 	 10.5289 
6.5 	 	 1529.14 	 	 	 0.205771 
6.5 	 	 1933.56 	 	 	 1.47892 
6.5 	 	 7042.15 	 	 	 11.018 
6.5 	 	 6345.85 	 	 	 11.6697 
6.5 	 	 3776.84 	 	 	 12.6806 
6.5 	 	 4711.79 	 	 	 11.1112 
6.5 	 	 2842.29 	 	 	 10.1146 
6.5 	 	 4588.83 	 	 	 11.3236 
6.5 	 	 1784.9 	 	 	 0.00477268 
6.5 	 	 5363.88 	 	 	 10.7462 
6.5 	 	 6163.6 	 	 	 10.3084 
6.5 	 	 4531.59 	 	 	 10.0053 
6.5 	 	 6163.6 	 	 	 10.2752 
6.5 	 	 1470.04 	 	 	 1.04093 
6.5 	 	 1128.51 	 	 	 0.413554 
6.5 	 	 3459.91 	 	 	 10.431 
6.5 	 	 1843.34 	 	 	 0.851314 
6.5 	 	 1172.91 	 	 	 0.000520949 
6.5 	 	 4711.79 	 	 	 0.0736797 
6.5 	 	 3238.99 	 	 	 6.4346 
6.5 	 	 5169.87 	 	 	 10.5444 
6.5 	 	 2067.02 	 	 	 5.23626 
6.5 	 	 1270.88 	 	 	 0.866585 
6.5 	 	 4531.59 	 	 	 10.5224 
6.5 	 	 5363.88 	 	 	 11.1514 
6.5 	 	 1568.43 	 	 	 4.05848 
6.5 	 	 2267.98 	 	 	 0.298128 
6.5 	 	 5587.56 	 	 	 11.2319 
6.5 	 	 5363.88 	 	 	 2.05971 
6.5 	 	 4847.77 	 	 	 0.0757757 
6.5 	 	 1146.1 	 	 	 0.000113826 
6.5 	 	 5713.16 	 	 	 7.64055 
6.5 	 	 4999.34 	 	 	 10.0027 
6.5 	 	 2783.87 	 	 	 5.89712 
6.5 	 	 1370.28 	 	 	 0.00182631 
6.5 	 	 2695.54 	 	 	 10.2892 
6.5 	 	 4921.41 	 	 	 4.85876 
6.5 	 	 7042.15 	 	 	 13.5279 
6.5 	 	 2290.48 	 	 	 0.161816 
6.5 	 	 1721.32 	 	 	 3.57825 
6.5 	 	 2703.92 	 	 	 3.23781 
6.5 	 	 3289.38 	 	 	 2.34606 
6.5 	 	 2155.3 	 	 	 0.894192 
6.5 	 	 1307.64 	 	 	 0.00120912 
6.5 	 	 5849.77 	 	 	 14.5648 
6.5 	 	 1554.92 	 	 	 0.449187 
6.5 	 	 1173.7 	 	 	 0.763609 
6.5 	 	 4035.69 	 	 	 10.1939 
6.5 	 	 4648.83 	 	 	 16.3482 
6.5 	 	 5169.87 	 	 	 16.985 
6.5 	 	 1380.89 	 	 	 0.467065 
6.5 	 	 1199.6 	 	 	 0.0221434 
6.5 	 	 3419.21 	 	 	 5.97017 
6.5 	 	 2133.7 	 	 	 1.10074 
6.5 	 	 2225.28 	 	 	 0.0976046 
6.5 	 	 3593.66 	 	 	 10.5261 
6.5 	 	 2155.3 	 	 	 2.18655 
6.5 	 	 5169.87 	 	 	 10.553 
6.5 	 	 3593.66 	 	 	 10.194 
6.5 	 	 1562.75 	 	 	 9.87127 
6.5 	 	 1200.88 	 	 	 0.000537285 
6.5 	 	 4111.37 	 	 	 1.80054 
6.5 	 	 6345.85 	 	 	 10.0304 
6.5 	 	 5849.77 	 	 	 12.9387 
6.5 	 	 1423.31 	 	 	 0.562171 
6.5 	 	 5713.16 	 	 	 11.1055 
6.5 	 	 2883.83 	 	 	 1.14857 
6.5 	 	 3721.02 	 	 	 3.18578 
6.5 	 	 2519.19 	 	 	 1.36263 
6.5 	 	 2939.05 	 	 	 0.282542 
6.5 	 	 3964.88 	 	 	 11.6697 
6.5 	 	 5999.17 	 	 	 7.02468 
6.5 	 	 6549.57 	 	 	 17.7159 
6.5 	 	 2538.96 	 	 	 0.0823303 
6.5 	 	 1784.9 	 	 	 3.61653 
6.5 	 	 2189.27 	 	 	 5.61617 
6.5 	 	 3306.83 	 	 	 10.1073 
